Deal id,Deal name,Deal date,Country/Territory,Deal value (£m),Industry,Super sector,Basic sector,Advanced sector,Business description,Vendor,Vendor type,Equity lead,Date established,Region,City,Fund invested from,Number of staff,EBIT (£m),Turnover (£m),Turnover year,Exit status,Firm name,Name,Current Role,Years in Current Role,Degree,Grades
407186,Fassi Gru,01/01/2024,Italy,n/d(250-500m),Industrials,Industrial Goods & Services,Industrial Engineering,Commercial Vehicles & Trucks," Producer of truck cranes and invests in companies that manufactures hook lifts, skip loaders, tipper scissors and hydraulic cylinder ",,Family/Private,Investindustrial,1965,Northern Italy,Bergamo,Investindustrial VII,1600,,407.4,2023,n/a-Currently Held,Fassi Gru,Jordan Davis,CFO,5,MBA,First Class
407201,Tecnomaster,01/01/2024,Italy,11.71516756,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment, Manufacturer&nbsp; and designer of high technology printed circuit boards. ,,Family/Private,Entangled Capital,1986,Northern Italy,Veneto,Entangled Capital I,,,26,2023,n/a-Currently Held,Tecnomaster,Quinn Jones,CFO,1,BSc Accounting,Third Class
407203,Buchner & Partner,01/01/2024,Germany,19.02628721,Technology,Technology,Software & Computer Services,Software," Engaged in software development for physiotherapists, occupational therapists, speech therapists, podiatrists and other healthcare professionals ",,Family/Private,Main Capital,,Northern Germany,Kiel,,160,,,2023,n/a-Currently Held,Buchner & Partner,Alex Williams,CFO,8,BSc Finance,First Class
407204,Logiprox,01/01/2024,France,21.0798087,Consumer Services,Retail,General Retailers,Specialised Consumer Services, B2B company specializing in the rental and maintenance of vending machines for consumables ,,Family/Private,CICLAD,,Ile de France,Chennevières-sur-Marne,,,,,2023,n/a-Currently Held,Logiprox,Dakota Davis,CFO,5,BSc Accounting,Third Class
407207,Holmris Group,01/01/2024,Denmark,88.13070252,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Furnishings, Office furniture manufacturer ,BWB Partners,Institutional Investor,Mentha Capital,1937,Central Denmark,Bjerringbro,,,,,2023,n/a-Currently Held,Holmris Group,Jordan Davis,CFO,5,BSc Finance,First Class
407209,ALP Maritime,01/01/2024,Netherlands,4.02564716,Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services," Specialist in the field of Ocean Towing, Offshore Positioning and Mooring of Floating Platforms, Heavy Transport and Salvage operations ",,Family/Private,HAL Investments,,South West Holland,Rotterdam,,,,,2023,n/a-Currently Held,ALP Maritime,Quinn Brown,CFO,7,MBA,First Class
407218,Visit Group International,01/01/2024,Sweden,n/d(100-250m),Technology,Technology,Software & Computer Services,Software, Developer of a property management platform ,Standout Capital AB,Institutional Investor,PSG Equity,,Gotaland,Gothenburg,,175,,,2023,n/a-Currently Held,Visit Group International,Alex Smith,CFO,4,BSc Finance,Third Class
407219,Pollen VC,01/01/2024,United Kingdom,36.91243103,Financials,Banks,Banks,Banks, Provider of revolving credit facilities to mobile application and game developers ,,Family/Private,Fasanara Capital,2014,London,London,,,,,2023,n/a-Currently Held,Pollen VC,Dakota Brown,CFO,6,MBA,First Class
407221,Meotec,01/01/2024,France,37.52950778,Industrials,Industrial Goods & Services,Support Services,Business Support Services, Strategy consultancy firm ,Azulis Capital SA,Institutional Investor,"zManagement, Andera Partners",2005,Ile de France,Boulogone–Billancourt,,,,,2023,n/a-Currently Held,Meotec,Casey Johnson,CFO,4,MBA,First Class
407224,Monsieur TSHIRT,01/01/2024,France,8.156780044,Consumer Services,Retail,General Retailers,Specialty Retailers, Specialist in clothing and customizable items ,,Family/Private,"zManagement, Galia Gestion, Grand Sud Ouest Capital, Irdi Soridec Gestion",2013,South West France,Gironde,,,,,2023,n/a-Currently Held,Monsieur TSHIRT,Jamie Smith,CFO,3,BSc Accounting,Lower Second Class
407226,Plockmatic,01/01/2024,Sweden,55.66166567,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery," Designs, manufactures and supplies print finishing solutions for the print market ",,Family/Private,Accent Equity Partners,1974,Svealand,Hägersten,,320,,53.07,2023,n/a-Currently Held,Plockmatic,Taylor Smith,CFO,7,MSc Finance,Upper Second Class
407227,Berceau des Rois,01/01/2024,France,27.36642593,Consumer Services,Retail,General Retailers,Specialised Consumer Services, Nurseries operator ,,Family/Private,Adaxtra Capital,2011,Ile de France,Brétigny-sur-Orge,Adaxtra PME 2,,,,2023,n/a-Currently Held,Berceau des Rois,Riley Smith,CFO,8,BSc Accounting,Third Class
407230,Kerv Group Ltd,01/01/2024,United Kingdom,n/d(100-250m),Technology,Technology,Software & Computer Services,Computer Services, IT managed services provider ,LDC (Managers) Ltd,Institutional Investor,Bridgepoint,2020,London,London,Bridgepoint Development Capital IV (BDC IV),700,,100,2023,n/a-Currently Held,Kerv Group Ltd,Alex Johnson,CFO,4,BSc Finance,Lower Second Class
407231,Oncodesign Services,01/01/2024,France,n/d(100-250m),Health Care,Health Care,Health Care Equipment & Services,Medical Equipment, Biotechnology company providing preclinical services in Oncology ,,Family/Private,"Eurazeo, Elyan Partners SAS, zManagement",1995,Ile de France,Villebon-sur-Yvette,"Nov Santé Actions Non Cotées Fund, Edmond de Rothschild Eres IV",230,-1.79,27.88,2022,n/a-Currently Held,Oncodesign Services,Sam Garcia,CFO,2,MSc Finance,Third Class
407232,ABE Courtage,01/01/2024,France,16.78622632,Financials,Insurance,Nonlife Insurance,Insurance Brokers, Insurance broker ,,Family/Private,"Credit Agricole Ille-et-Vilaine Expansion, zManagement, Capital Croissance, UNEXO",1997,Ile de France,Paris,,60,,,2023,n/a-Currently Held,ABE Courtage,Casey Jones,CFO,10,MBA,Third Class
407238,Aerocompact Group,01/01/2024,Austria,59.28684074,Oil & Gas,Oil & Gas,Alternative Energy,Renewable Energy Equipment, Manufacturer of photovoltaic racking systems ,,Family/Private,Trilantic Capital Partners (previously LBMB),,Vienna,Wien,,,,85.34,2023,n/a-Currently Held,Aerocompact Group,Alex Smith,CFO,3,MBA,Third Class
407239,Diana Fea,01/01/2024,Netherlands,71.93535972,Technology,Technology,Software & Computer Services,Software, Developer of multi-purpose Finite Element Analysis (FEA) software ,FDI Holding BV,Local Parent,"Unknown Institution(s), TA Associates",,South West Holland,Delft,,,,,2023,n/a-Currently Held,Diana Fea,Jamie Johnson,CFO,1,BSc Accounting,First Class
407240,Hruska Spol,01/01/2024,Czech Republic,n/d(100-250m),Consumer Services,Retail,Food & Drug Retailers,Food Retailers & Wholesalers, Grocery retailer ,,Family/Private,Oriens Investment Management,,Ostrava & East,Ostrava,,,,,2023,n/a-Currently Held,Hruska Spol,Taylor Martinez,CFO,8,BSc Accounting,Upper Second Class
407243,SmartSD,01/01/2024,Netherlands,15.15564637,Industrials,Industrial Goods & Services,Support Services,Business Support Services, Provider of security systems ,Smile Invest NV,Institutional Investor,Cobepa,2008,South Holland,Breda,,110,,,2023,n/a-Currently Held,SmartSD,Jordan Miller,CFO,3,MSc Finance,Third Class
407246,Sticks'n'Sushi,01/01/2024,Denmark,59.61667826,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars, Operator of restaurant chain ,Maj Invest Equity A/S,Institutional Investor,McWin Partners,1994,Capital region of Denmark,Copenhagen,,,,,2023,n/a-Currently Held,Sticks'n'Sushi,Morgan Miller,CFO,10,MBA,First Class
407251,Millum,01/01/2024,Norway,2.435102051,Technology,Technology,Software & Computer Services,Software," Software company engaged with procurement system for hotels, restaurants and staff restaurants ",,Family/Private,Main Capital,2002,Eastern Norway,Fornebu,,,,,2023,n/a-Currently Held,Millum,Riley Smith,CFO,7,MSc Finance,Upper Second Class
407254,FGP Group,01/01/2024,United Kingdom,47.84802144,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery, Aerospace and defence engineering business ,,Family/Private,Rcapital,,South West,Dorset,,200,,,2023,n/a-Currently Held,FGP Group,Jordan Davis,CFO,10,BSc Finance,First Class
407476,Wittur Group,01/01/2024,Germany,n/d(250-500m),Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery," Supplier of elevator systems, components and experts software for lift manufacturers ","Bain Capital, PSP Investments",Institutional Investor,"Unknown Investor(s), Kohlberg Kravis Roberts & Co Ltd (KKR)",1968,Bayern,Wiedenzhausen,,,,,2024,n/a-Currently Held,Wittur Group,Taylor Brown,CFO,5,MSc Finance,Lower Second Class
407276,Objektkultur Software,01/01/2024,Germany,59.79293879,Technology,Technology,Software & Computer Services,Software, Software company engaged with full-scale cloud solutions and services ,,Family/Private,AFINUM Management,2000,South West Germany,Karlsruhe,Afinum Neunte Beteiligungsgesellschaft mbH,180,,,2023,n/a-Currently Held,Objektkultur Software,Sam Garcia,CFO,10,BSc Accounting,Upper Second Class
407391,Maquire Group,01/01/2024,Sweden,16.4085811,Industrials,Industrial Goods & Services,Support Services,Business Support Services, Provider of recruitment services ,,Family/Private,Broviken Gruppen AB,2007,Svealand,Stockholm,,,,,2023,n/a-Currently Held,Maquire Group,Jordan Smith,CFO,5,BSc Finance,Third Class
407358,Dalton Medical,01/01/2024,Netherlands,21.99583566,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment, Distributor of medical and aesthetic laser systems ,,Family/Private,Kebek Management NV,2001,South Holland,Oosterhout,,22,,,2023,n/a-Currently Held,Dalton Medical,Quinn Garcia,CFO,7,MSc Finance,Third Class
407262,Innosyn,01/01/2024,Netherlands,n/d(100-250m),Basic Materials,Chemicals,Chemicals,Speciality Chemicals, Provider of outsourced chemical process research and development services across different sectors with a specific focus on pharmaceuticals and flavours &amp; fragrances ,,Family/Private,MERIEUX EQUITY PARTNERS SAS,2017,South Holland,Geleen,Mérieux Participations 4,60,,,2023,n/a-Currently Held,Innosyn,Jamie Brown,CFO,9,MSc Finance,First Class
407482,SCCI Group,01/01/2024,United Kingdom,78.00424688,Industrials,Industrial Goods & Services,General Industrials,Diversified Industrials," Providers of design, installation and maintenance solutions for next generation networks and related connected devices and systems ",lonepiper Ltd,Local Parent,"Headway Capital Partners LLP, Cadence Equity Partners Ltd",2007,Eastern,Essex,,450,,85,2023,n/a-Currently Held,SCCI Group,Morgan Williams,CFO,5,MBA,Upper Second Class
407460,Willo,01/01/2024,Sweden,24.16504295,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery," Engaged in manufacturing of small top-class precision parts in four segments: Medtech, Energy, Industry and Mouldtech ",,Family/Private,Ejendal Invest AB,1956,Gotaland,Vaxjo,,125,,,2023,n/a-Currently Held,Willo,Dakota Williams,CFO,1,BSc Accounting,Third Class
407298,SOCO Norge / Gnist Consulting / Forse NET / Forse Mobil,01/01/2024,Norway,42.42753894,Technology,Technology,Software & Computer Services,Computer Services, Provider of software testing and consulting services ,,Family/Private,"zManagement, Driv Kapital",,Eastern Norway,Oslo,Driv Kapital Fund I,133,,,2023,n/a-Currently Held,SOCO Norge / Gnist Consulting / Forse NET / Forse Mobil,Jamie Brown,CFO,10,MBA,Upper Second Class
407370,Iconia Group AG,01/01/2024,Switzerland,80.66291886,Industrials,Industrial Goods & Services,Support Services,Business Support Services, Provides B2B customer engagement services for the global luxury industry ,AFINUM Management GmbH,Institutional Investor,Deutsche Invest Capital Partners,1988,Swiss German,Freienbach,,420,,,2023,n/a-Currently Held,Iconia Group AG,Casey Brown,CFO,10,MBA,Upper Second Class
407496,Excellence Imagerie,01/01/2024,France,433.4,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers, Independent medical imaging group ,,Family/Private,"zManagement, UI Investissement , Antin Infrastructure Partners",2019,Ile de France,Paris,,160,,,2023,n/a-Currently Held,Excellence Imagerie,Quinn Smith,CFO,1,MSc Finance,Lower Second Class
406921,Survey Solutions,01/01/2024,United Kingdom,10.67463459,Industrials,Industrial Goods & Services,Support Services,Business Support Services, Provider of land and measured building surveys ,RJD Partners,Institutional Investor,Westbridge Capital,2004,Eastern,Ipswich,WestBridge SME III,,,,2023,n/a-Currently Held,Survey Solutions,Riley Miller,CFO,2,BSc Finance,Third Class
406927,Stordata,01/01/2024,France,82.8145085,Technology,Technology,Software & Computer Services,Computer Services, Provider of&nbsp;digital services ,,Family/Private,Edmond de Rothschild Private Equity,1988,Ile de France,Versailles,,180,,72.98,2023,n/a-Currently Held,Stordata,Sam Davis,CFO,6,MBA,Third Class
406937,Avatel (data centre business),01/01/2024,Spain,41.82424419,Technology,Technology,Software & Computer Services,Computer Services, Operator of data centers ,"Avatel Telecom, SAU",Local Parent,"Intermediate Capital Group, Teras Capital",,South of Spain,Malaga,,,,,2023,n/a-Currently Held,Avatel (data centre business),Alex Rodriguez,CFO,9,BSc Finance,First Class
406947,Cumbria Waste Group,01/01/2024,United Kingdom,72.24286099,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services," Provider of bespoke waste collection, waste disposal and recycling services ",,Family/Private,Waterland Private Equity,1991,North West England,Carlisle,,280,5.7,76.29,2023,n/a-Currently Held,Cumbria Waste Group,Quinn Johnson,CFO,8,BSc Finance,Upper Second Class
406951,La Piadineria,01/01/2024,Italy,260.04,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars, Operator of chain of restaurants across shopping centers ,Permira,Institutional Investor,CVC,1994,Northern Italy,Brescia,,,,173.36,2023,n/a-Currently Held,La Piadineria,Casey Martinez,CFO,5,BSc Finance,Third Class
406957,DocOut,01/01/2024,Spain,35.29398311,Industrials,Industrial Goods & Services,Support Services,Business Support Services, Provider of document management and BPO (Business Process Outsourcing) services ,"Alpinvest, Akina Partners, Alvarez & Marsal",Institutional Investor,Vallis Capital Partners,,Madrid,Madrid,,300,,17.34,2023,n/a-Currently Held,DocOut,Jamie Miller,CFO,1,MBA,Upper Second Class
406967,AG Analytics,01/01/2024,Denmark,32.42578312,Technology,Technology,Software & Computer Services,Software, Publisher of AI platform for automotive industry to automate and tailor aftermarket customer interactions ,,Family/Private,Monterro,1997,Denmark,Kobenhavn,,30,,3.49,2023,n/a-Currently Held,AG Analytics,Dakota Rodriguez,CFO,7,MBA,First Class
406971,DCON Software & Service,01/01/2024,Germany,40.24081454,Technology,Technology,Software & Computer Services,Software, IT consulting and software company for enterprise service management ,,Family/Private,Maxburg Capital Partners,1994,South West Germany,Kaiserslautern,,120,,,2023,n/a-Currently Held,DCON Software & Service,Morgan Smith,CFO,5,MSc Finance,Third Class
406984,Loyez Woessen,01/01/2024,France,18.35235822,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging, Specialised in the packaging and distribution of butter ,,Family/Private,BNP Paribas Développement,1922,Hauts-de-France,Phalempin,,,,182.03,2023,n/a-Currently Held,Loyez Woessen,Sam Smith,CFO,6,BSc Finance,First Class
407032,Food Union Group,01/01/2024,Latvia,n/d(>500m),Consumer Goods,Food & Beverage,Food Producers,Food Products, Producer of dairy and ice cream products ,,Family/Private,PAG Asia Capital,1909,Riga & Centre,Riga,,,,,2023,n/a-Currently Held,Food Union Group,Taylor Jones,CFO,7,BSc Finance,First Class
407033,MJM Holdings,01/01/2024,Poland,27.40364135,Financials,Insurance,Nonlife Insurance,Insurance Brokers, Independent commercial insurance broker ,"Posella Limited, Solter Capital",Institutional Investor,Corsair Capital,2017,Warsaw,Warszawa,,200,,,2023,n/a-Currently Held,MJM Holdings,Casey Rodriguez,CFO,3,MBA,Third Class
407043,Elite liften en roltrappen,01/01/2024,Netherlands,16.47753806,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery, Lift and escalator company ,,Family/Private,Karmijn Kapitaal (Formerly Juneau Private Equity),2019,South West Holland,Rijswijk,,,,,2023,n/a-Currently Held,Elite liften en roltrappen,Quinn Williams,CFO,10,BSc Finance,Upper Second Class
407044,E&A Scheer,01/01/2024,Netherlands,n/d(100-250m),Consumer Goods,Food & Beverage,Beverages,Distillers & Vintners, Blender and vendor of rum ,The Riverside Company,Institutional Investor,Platinum Equity,1712,North West Holland,Amsterdam,Platinum Equity Small Cap Fund I,,,13,2023,n/a-Currently Held,E&A Scheer,Jamie Williams,CFO,3,BSc Finance,Upper Second Class
407051,DuRoure,01/01/2024,France,41.85619449,Basic Materials,Chemicals,Chemicals,Speciality Chemicals, producer and supplier of organic fertilizer mixtures ,,Family/Private,"CELDA, BPI France, Origine Partners",1956,Saint Chamond,Rhône-Alpes,,29,,34.67,2023,n/a-Currently Held,DuRoure,Morgan Davis,CFO,5,BSc Accounting,Third Class
407053,Seagems,01/01/2024,Norway,6.442170079,Consumer Goods,Food & Beverage,Food Producers,Food Products, Producer of&nbsp;seafood ingredients&nbsp; ,,Family/Private,Skeie technology ,,Northern Norway,Ellingsøy,,,,,2023,n/a-Currently Held,Seagems,Jordan Davis,CFO,6,MSc Finance,Third Class
407054,Kaliop,01/01/2024,France,1.601145469,Technology,Technology,Software & Computer Services,Computer Services, IT engineering company specialized in Open Source solutions ,"BNP Paribas Developpement, Sofilaro",Institutional Investor,"BPI France, Galia Gestion, zManagement",2002,Ile de France,Paris,,150,,13,2024,n/a-Currently Held,Kaliop,Alex Davis,CFO,9,MSc Finance,First Class
407056,Rent Company,01/01/2024,Netherlands,40.43947311,Consumer Services,Retail,General Retailers,Specialised Consumer Services, Provider of rental subscriptions for laptops for secondary education ,Waterland Private Equity Investments,Institutional Investor,Ambienta,2004,South Holland,Hertogenbosch,,300,,,2023,n/a-Currently Held,Rent Company,Morgan Smith,CFO,5,BSc Finance,Third Class
407057,GBUK Group,01/01/2024,United Kingdom,n/d(100-250m),Health Care,Health Care,Health Care Equipment & Services,Medical Equipment, Manufacturer and distributor of medical devices&nbsp; ,H2 Equity Partners,Institutional Investor,A&M Capital Europe,2008,Yorkshire & The Humber,Selby,,,9.55,73.28,2022,n/a-Currently Held,GBUK Group,Riley Brown,CFO,1,MSc Finance,Upper Second Class
407070,Plenoil,01/01/2024,Spain,n/d(>500m),Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services, Operator of low cost service station ,,Family/Private,"Tensile Capital Management, Portobello Capital",,Madrid,Madrid,,,,736.78,2022,n/a-Currently Held,Plenoil,Jordan Davis,CFO,4,MBA,Upper Second Class
407073,Astoriom,01/01/2024,United Kingdom,45.42327137,Industrials,Industrial Goods & Services,Support Services,Business Support Services," Provider of&nbsp;storage, manufacturing and service and validation for pharmaceutical and biotechnology companies ",,Family/Private,Limerston Capital,2024,North West & Merseyside,Rochdale,Limerston Capital Partners II,33,,,2023,n/a-Currently Held,Astoriom,Morgan Williams,CFO,5,BSc Finance,First Class
407080,Popeyes UK,01/01/2024,United Kingdom,30.01075014,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars, Operator of chain of fast food restaurants ,,Family/Private,TDR Capital,1972,London,London,,,,,2023,n/a-Currently Held,Popeyes UK,Quinn Williams,CFO,10,MSc Finance,First Class
407084,Steer Automotive Group,01/01/2024,United Kingdom,n/d(250-500m),Consumer Services,Retail,General Retailers,Specialised Consumer Services, Operator of B2B specialist vehicle repair centers ,"KeyhaveCapital Partners, Chiltern Capital",Institutional Investor,Oakley,2003,South East,Aylesbury,Oakley Capital Private Equity V,2300,2.82,155.01,2023,n/a-Currently Held,Steer Automotive Group,Quinn Johnson,CFO,10,BSc Finance,Upper Second Class
407086,CSI Reseau,01/01/2024,France,21.1446172,Industrials,Construction & Materials,Construction & Materials,Heavy Construction," Construction services provider (insulation and energy renovation, cladding, exterior facades, ceilings, floors and partitions, interior joinery, etc.) ",,Family/Private,"Aquiti Gestion, zManagement",1998,South East France,Vienne,,200,,26,2023,n/a-Currently Held,CSI Reseau,Sam Johnson,CFO,5,MSc Finance,First Class
407089,Foconis,01/01/2024,Germany,n/d(100-250m),Technology,Technology,Software & Computer Services,Software, Developer of&nbsp;Fin Tech software ,,Family/Private,Main Capital Partners,1991,North West Germany,Cologne,,,,,2023,n/a-Currently Held,Foconis,Jordan Williams,CFO,7,BSc Finance,Third Class
407090,Sunday Natural,01/01/2024,Germany,n/d(>500m),Consumer Goods,Food & Beverage,Food Producers,Food Products," Leading brand for premium vitamins, minerals and supplements ",,Family/Private,CVC,2013,Berlin & Eastern Germany,Berlin,CVC Capital Partners VIII,,,86.68,2022,n/a-Currently Held,Sunday Natural,Quinn Brown,CFO,4,BSc Finance,Lower Second Class
407097,Costockage,01/01/2024,France,n/d(100-250m),Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services, Company specialized in self-storage ,,Family/Private,Ardian,2012,Ile de France,Paris,,,,,2023,n/a-Currently Held,Costockage,Alex Brown,CFO,1,MBA,Upper Second Class
407098,Synalp,01/01/2024,France,38.48252532,Industrials,Industrial Goods & Services,Support Services,Business Support Services, Provider of wealth management consultancy services ,,Family/Private,"zManagement, Capital Croissance",,South East France,Haute-Savoie,,,,,2023,n/a-Currently Held,Synalp,Alex Jones,CFO,5,BSc Accounting,Upper Second Class
407102,Omega Pharma,01/01/2024,Italy,44.45392481,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals," Company operating in food supplements, medical devices and cosmetics ",,Family/Private,21 Invest,1995,Northern Italy,Como,,,,17.34,2022,n/a-Currently Held,Omega Pharma,Morgan Davis,CFO,7,MBA,Third Class
407104,A&B couture,01/01/2024,France,14.90324177,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories, Textile business specializing in high-end women's ready-to-wear ,Odyssee Venture,Institutional Investor,"BNP Paribas Développement, InnovaFonds",2018,South East France,Lyon,Partenaires Managers I,300,,13,2023,n/a-Currently Held,A&B couture,Riley Miller,CFO,10,MSc Finance,Lower Second Class
407105,Argomaniz,01/01/2024,Spain,11.08301132,Consumer Services,Retail,General Retailers,Home Improvement Retailers, Manufacturer of fittings and hinges for bedsteads and&nbsp;beds ,,Family/Private,Gaea Inversión,1995,Madrid,Madrid,,,,,2023,n/a-Currently Held,Argomaniz,Jamie Smith,CFO,10,BSc Finance,Third Class
407117,Novaref,01/01/2024,Italy,18.83583704,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery, Engaged in the production of refractory rollers for the ceramic and automotive markets ,Vetrerie Riunite,Local Parent,Credem Private Equity,1987,Northern Italy,Colognola ai Colli,Credem Venture Capital,,,19.94,2023,n/a-Currently Held,Novaref,Alex Williams,CFO,6,BSc Finance,Third Class
407118,Genicado,01/01/2024,France,3.616888911,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories," Provider of personalised promotional products and clothes (key rings, down jackets, fleece blankets, recyclable cups and caps, etc.) ",,Family/Private,"BNP Paribas Développement, zManagement",1981,North West France,Nantes,,60,,,2023,n/a-Currently Held,Genicado,Jordan Miller,CFO,5,MSc Finance,Upper Second Class
407135,Hugworld,01/01/2024,Spain,46.89875684,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products, Manufacturer of air fresheners&nbsp; ,,Family/Private,Sherpa Capital,,Madrid,Madrid,,,,21.67,2023,n/a-Currently Held,Hugworld,Jordan Garcia,CFO,4,BSc Finance,First Class
407136,Macchine Elettroniche Piegatrici,01/01/2024,Italy,61.8681668,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery, Manufacturer of rebar equipment ,,Family/Private,Wisequity,1966,Northern Italy,Udine,Wisequity VI,,,86.68,2023,n/a-Currently Held,Macchine Elettroniche Piegatrici,Jordan Williams,CFO,2,BSc Accounting,Upper Second Class
